"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"4";"4";"2";"4";"3";"2";"1";"belo horizonte";"luxemburgo";"belo horizonte";"cidade jardim";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"5";"4";"4";"3";"2";"2";"2";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"40";"pos-graduacao (especializacao)";"sim";"curso livre de capacitacao (ex: linguas)";"3";NA;NA;"1";NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"a pe";"transporte por aplicativo";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"5";"1";"3";"1";"1";"4";"1";"belo horizonte";"bandeirantes";NA;NA;"eventualmente";"eventualmente";"a pe";"a pe";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"1";"1";"1";"1";"4";"1";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"homem";"22";"ensino medio";"sim";"graduacao";"0";"1";"1";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"transporte por aplicativo";"transporte publico";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"3";"5";"5";"5";"3";"5";"5";"belo horizonte";"santa tereza";"belo horizonte";"centro e barro preto";"eventualmente";"nao houve necessidade de deslocamento";"transporte por aplicativo";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"5";"3";"5";"5";"5";"2";"3";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"sim";"sim";"mulher";"35 anos";"ensino superior";"sim";"outros";"2 pessoas";NA;"1";NA;NA;"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"2";"1";"5";"1";"belo horizonte";"renascenca";"belo horizonte";"sao gabriel";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"5";"2";"5";"5";"5";"5";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"sim";"nao";"nao";"mulher";"33 anos";"pos-graduacao (especializacao)";"sim";"graduacao";"2";"0";"0";"0";"0";"autonomo(a), com cnpj";"contribui para a renda familiar";NA
"ate 2 vezes por semana";"eventualmente";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"4";"5";"5";"3";"belo horizonte";"das industrias";"belo horizonte";"savassi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"entre 3 e 6 vezes por semana";"sem necessidade de deslocamento";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"4";"5";"5";"5";"5";"5";"5";"belo horizonte";"jardim america";NA;NA;"entre 3 e 5 vezes por semana";"eventualmente";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"5";"5";"4";"4";"5";"5";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"24";"ensino medio";"sim";"graduacao";"0";"1";"0";"o";"0";"estudante";"dependente";"entre 1.500 e 3.000 reais"
"sem necessidade de deslocamento";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"5";"5";"5";"5";"1";"1";"1";"1";"belo horizonte";"serra";"belo horizonte";"santa efigenia";"entre 3 e 5 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"5";"5";"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"3";"3";"2";"3";"4";"1";"belo horizonte";"castelo";"contagem";"cincao";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"2";"4";"4";"3";"1";"3";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"sim";"sim";"mulher";"39";"pos-graduacao (especializacao)";"nao";NA;"01";"01";NA;"02";NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"1";"5";"5";"belo horizonte";"gutierrez";"belo horizonte";"nova suica";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"5";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"sim";"nao";"mulher";"55";"mestrado ou doutorado";"sim";"outros";"1";"0";"0";"1";NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"4";"3";"1";"2";"1";"1";"belo horizonte";"havai";"belo horizonte";"funcionarios/ santa lucia";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"4";"4";"1";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"nao";"sim";"mulher";"41 anos";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"2";"1";NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"5";"1";"1";"1";"belo horizonte";"buritis";"sete lagoas";NA;"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"5";"1";"1";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"49";"mestrado ou doutorado";"nao";NA;"dois";"nenhum";"um";"um";"nenhum";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"transporte publico";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"1";"4";"1";"1";"belo horizonte";"itaipu";"belo horizonte";"carlos prates";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"1";"5";"4";"1";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"mulher";"26";"ensino medio";"sim";"graduacao";"2";"0";"1";NA;NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"1";"1";"4";"1";"belo horizonte";"estoril";"belo horizonte";"centro";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"1";"1";"5";"1";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"47";"pos-graduacao (especializacao)";"sim";NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"eventualmente";"a pe";"a pe";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"4";"5";"4";"3";"5";"5";"1";"belo horizonte";"funcionarios";"belo horizonte";"sion";"entre 3 e 5 vezes por semana";"eventualmente";"a pe";"n/a";"todos os dias";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"4";"3";"5";"5";"1";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"nao";"sim";"mulher";"42";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"2";NA;"autonomo(a), com cnpj";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"3";"3";"2";"4";"2";"1";"belo horizonte";"belvedere";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"4";"4";"4";"4";"2";"4";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"46";"pos-graduacao (especializacao)";"sim";"outros";"6";"0";"0";"3";"0";"desempregado(a), nao procurando emprego";"dependente";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"3";"5";"5";"belo horizonte";"betania";"belo horizonte";"belvedere";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"23";"ensino superior";"sim";"graduacao";NA;"2";"1";NA;NA;"estudante";"outros";"abaixo de 1.000 reais."
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"todos os dias";"todos os dias";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"2";"1";"1";"1";"5";"5";"5";"belo horizonte";"sion";"belo horizonte";"sion";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"5";"1";"5";"5";"1";"5";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"43";"ensino superior";"nao";NA;"3";"nenhum";"1";"1";"nenhum";"autonomo(a), com cnpj";"dependente";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"1";"5";"3";"1";"2";"2";"1";"belo horizonte";"funcionarios";"belo horizonte";"lourdes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"4";"3";"3";"5";"4";"belo horizonte";"luxemburgo";"belo horizonte";"centro";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"4";"3";"3";"5";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"42";"pos-graduacao (especializacao)";"sim";"outros";"2";"0";"0";"2";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"3";"5";"1";"1";"1";"1";"belo horizonte";"serra";"belo horizonte";"buritis";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"a pe";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"3";"3";"3";"1";"1";"1";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"41";"mestrado ou doutorado";"nao";NA;"2";"2";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"acima de 20.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"a pe";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"4";"5";"5";"3";"3";"5";"1";"belo horizonte";"sao bento";"belo horizonte";"barro preto";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"5";"4";"5";"5";"3";"3";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"sim";"sim";"mulher";"45";"pos-graduacao (especializacao)";"nao";NA;"5";"zero";"zero";"3";"zero";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"5";"4";"5";"1";"belo horizonte";"buritis";NA;NA;"ate 2 vezes por semana";"eventualmente";"a pe";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"3";"2";"4";"5";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"42";"ensino superior";"nao";NA;"1";"0";"0";"3";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"3";"2";"3";"1";"belo horizonte";"grajau";"belo horizonte";"padre eustaquio vila paris";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"3";"3";"3";"1";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"41";"ensino superior";"sim";"graduacao";"2";"0";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"3";"4";"5";"5";"5";"5";"belo horizonte";"renascenca";"belo horizonte";"cachoeirinha";"entre 3 e 5 vezes por semana";"ate 2 vezes por semana";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"5";"3";"3";"3";"4";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"sim";"nao";"mulher";"33";"ensino superior";"nao";NA;"2";"1";"0";"1";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"abaixo de 1.000 reais."
